ID user,Gender,Faculty,Major,Dormitory,Activity,Social
10789,หญิง,วิทยาศาตร์,จุลชีววิทยา,Inroom,"เล่นเกม,อ่านหนังสือ,เล่นดนตรี,เล่นโซเชียล,สร้างงานศิลปะ,ทำอาหาร,ดูหนัง",ชอบอยู่คนเดียว
10790,ชาย,วิทยาศาตร์,Computer Science,JK place,เล่นเกม,ชอบอยู่คนเดียว
10791,ชาย,มัณทณศิลป์,วิศวกรรมศาสตร์อิเล็กทรอนิกส์และระบบคอมพิวเตอร์,JK place,"เล่นเกม,อ่านหนังสือ,ทำความสะอาดห้อง",สามารถอยู่ร่วมกับเมทได้
10792,หญิง,วิศวะกรรมศาสตร์,จุลชีววิทยา,JK place,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน,นอนเล่น",ชอบอยู่คนเดียว
10793,ชาย,วิทยาศาตร์,สารสนเทศศาสตร์และบรรณารักษศาสตร์,JK place,"เล่นเกม,อ่านหนังสือ,เล่นดนตรี,สวดมนต์นั่งสมาธิ,ออกกำลังกาย,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน,นอนเล่น",ชอบอยู่คนเดียว
10794,หญิง,วิทยาศาตร์,ฟิสิกส์,KP Home,"เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง",ชอบอยู่คนเดียว
10795,หญิง,อักษรศาสตร์,ภาษาไทย,KP Home,"เล่นเกม,เลี้ยงสัตว์,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",ชอบออกไปเที่ยวอยู่ไม่ติดหอ
10796,หญิง,อักษรศาสตร์,เทคโนโลยีอาหาร,L20 Residents ,"เล่นเกม,อ่านหนังสือ,ออกกำลังกาย,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง",ชอบอยู่คนเดียว
10797,หญิง,เภสัชศาสตร์,Computer Science,BPN,"อ่านหนังสือ,ออกกำลังกาย,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน,นอนเล่น",ชอบอยู่คนเดียว
10798,หญิง,วิทยาศาตร์,Computer Science,PJ Smile Place,"เล่นเกม,อ่านหนังสือ,สวดมนต์นั่งสมาธิ,ออกกำลังกาย,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10799,หญิง,มัณทณศิลป์,ประวัติศาสตร์,PJ Smile Place,"เล่นเกม,อ่านหนังสือ,เลี้ยงสัตว์,สวดมนต์นั่งสมาธิ,เล่นโซเชียล,สร้างงานศิลปะ,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10800,ชาย,วิทยาศาตร์,ภาษาฝรั่งเศส,RS แมนชั่น,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,ดูหนัง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10801,ชาย,วิทยาศาตร์,ธุรกิจวิศวกรรม,smallville,"เล่นเกม,เล่นดนตรี,เล่นโซเชียล,สร้างงานศิลปะ,ทำการบ้าน,นอนเล่น",ชอบอยู่คนเดียว
10802,หญิง,มัณทณศิลป์,สารสนเทศศาสตร์และบรรณารักษศาสตร์,Smart place​,"เล่นโซเชียล,ทำความสะอาดห้อง,ทำการบ้าน",ชอบอยู่คนเดียว
10803,หญิง,อักษรศาสตร์,ชีววิทยา​,Smart place​,"อ่านหนังสือ,สร้างงานศิลปะ,ดูหนัง,ทำการบ้าน",ชอบอยู่คนเดียว
10804,หญิง,วิศวะกรรมศาสตร์,ภาษาไทย,The loft condo,"เล่นเกม,เล่นโซเชียล,ดูหนัง",ชอบอยู่คนเดียว
10805,หญิง,วิทยาศาตร์,เอเชียศึกษา,The martrix condo,"เล่นเกม,อ่านหนังสือ,เล่นดนตรี,ออกกำลังกาย,ทำความสะอาดห้อง",ชอบอยู่คนเดียว
10806,ชาย,เภสัชศาสตร์,เอเชียศึกษาภาษาจีน,The martrix condo,"เล่นเกม,เล่นดนตรี,ทำความสะอาดห้อง,ดูหนัง,นอนเล่น",สามารถอยู่ร่วมกับเมทได้
10807,ชาย,วิศวะกรรมศาสตร์,เทคโนโลยีสารสนเทศ,The martrix condo,"อ่านหนังสือ,ออกกำลังกาย,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง,นอนเล่น",สามารถอยู่ร่วมกับเมทได้
10808,หญิง,วิทยาศาตร์,ภูมิศาสตร์,The martrix condo,"เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน,นอนเล่น",ชอบอยู่คนเดียว
10809,หญิง,มัณทณศิลป์,อังกฤษ,The martrix condo,"เล่นเกม,อ่านหนังสือ,ออกกำลังกาย,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน,นอนเล่น",สามารถอยู่ร่วมกับเมทได้
10810,ชาย,วิทยาศาตร์,เทคโนโลยีกระบวนการชีวภาพ,The martrix condo,"เล่นเกม,เล่นโซเชียล,ดูหนัง",สามารถอยู่ร่วมกับเมทได้
10811,ชาย,วิทยาศาตร์,Computer Science,The martrix condo,"เล่นเกม,อ่านหนังสือ,เล่นดนตรี,เลี้ยงสัตว์,สวดมนต์นั่งสมาธิ,ออกกำลังกาย,เล่นโซเชียล,สร้างงานศิลปะ,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน,นอนเล่น",ชอบอยู่คนเดียว
10812,ชาย,วิทยาศาตร์,#REF!,The trust Condo ,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,ดูหนัง,ทำการบ้าน,นอน",ชอบอยู่คนเดียว
10813,หญิง,วิทยาศาตร์,ภาษาจีน,The trust Condo ,"เลี้ยงสัตว์,ดูหนัง,นอนเล่น",ชอบออกไปเที่ยวอยู่ไม่ติดหอ
10814,หญิง,อักษรศาสตร์,วิศวกรรมการจัดการและโลจิสติกส์,The ville resident,"อ่านหนังสือ,ออกกำลังกาย,สร้างงานศิลปะ,ทำความสะอาดห้อง,ดูหนัง",ชอบออกไปเที่ยวอยู่ไม่ติดหอ
10815,ชาย,มัณทณศิลป์,เทคโนโลยีสารสนเทศ,เจอาร์,เล่นเกม,ชอบอยู่คนเดียว
10816,ชาย,วิทยาศาตร์,บริบาลเภสัชกรรม,เจอาร์,เล่นเกม,ชอบอยู่คนเดียว
10817,หญิง,วิทยาศาตร์,วิศวกรรมการจัดการและโลจิสติกส์,เดอะพฤกษ์,"เล่นเกม,อ่านหนังสือ,เล่นดนตรี,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง",ชอบอยู่คนเดียว
10818,ชาย,อักษรศาสตร์,เครื่องกล,เบญจรงค์,"เล่นเกม,เลี้ยงสัตว์",ชอบออกไปเที่ยวอยู่ไม่ติดหอ
10819,ชาย,วิทยาศาตร์,จุลชีววิทยา,เบญจรงค์,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง",สามารถอยู่ร่วมกับเมทได้
10820,ชาย,มัณทณศิลป์,ภูมิศาสตร์,เบญจรงค์,"เล่นเกม,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน,นอนเล่น",ชอบอยู่คนเดียว
10821,ชาย,วิศวะกรรมศาสตร์,เทคโนโลยีสารสนเทศ,เบญจรงค์,"เล่นเกม,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน,นอนเล่น",ชอบอยู่คนเดียว
10822,หญิง,วิศวะกรรมศาสตร์,เอเชียศึกษา วิชาโทภาษาเวียดนาม,เพชรรัตน์ ,"เล่นเกม,อ่านหนังสือ,ดูหนัง,คุยกับแฟน",ชอบออกไปเที่ยวอยู่ไม่ติดหอ
10823,หญิง,วิศวะกรรมศาสตร์,จุลชีววิทยา,เพชรรัตน์ ,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน,นอนเล่น",สามารถอยู่ร่วมกับเมทได้
10824,หญิง,เภสัชศาสตร์,จุลชีววิทยา,เพชรรัตน์ ,"อ่านหนังสือ,เล่นโซเชียล,ทำความสะอาดห้อง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10825,หญิง,วิศวะกรรมศาสตร์,Computer Science,เพชรรัตน์ ,"อ่านหนังสือ,ออกกำลังกาย,เล่นโซเชียล,ทำความสะอาดห้อง,ทำการบ้าน",ชอบอยู่คนเดียว
10826,หญิง,วิทยาศาตร์,-,เพชรรัตน์ ,"เล่นเกม,อ่านหนังสือ,ออกกำลังกาย,เล่นโซเชียล,ดูหนัง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10827,หญิง,วิทยาศาตร์,เทคโนโลยีสารสนเทศ,เพชรรัตน์ ,"เล่นเกม,อ่านหนังสือ,ทำความสะอาดห้อง",สามารถอยู่ร่วมกับเมทได้
10828,หญิง,วิทยาศาตร์,เทคโนโลยีสารสนเทศ,เพชรรัตน์ ,"เล่นเกม,ดูหนัง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10829,หญิง,วิทยาศาตร์,Computer Science,เพชรรัตน์ ,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10830,หญิง,วิทยาศาตร์,จุลชีววิทยา,เพชรรัตน์ ,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,ทำความสะอาดห้อง",สามารถอยู่ร่วมกับเมทได้
10831,หญิง,วิทยาศาตร์,ฟิสิกส์,เพชรรัตน์ ,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10832,หญิง,วิทยาศาตร์,จุลชีววิทยา,เพชรรัตน์ ,"เล่นเกม,อ่านหนังสือ,ออกกำลังกาย,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10833,หญิง,มัณทณศิลป์,เทคโนโลยีสารสนเทศ,เพชรรัตน์ ,"อ่านหนังสือ,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน,นอนเล่น",สามารถอยู่ร่วมกับเมทได้
10834,หญิง,อักษรศาสตร์,เทคโนโลยีสารสนเทศ,เพชรรัตน์ ,"เล่นเกม,อ่านหนังสือ,สวดมนต์นั่งสมาธิ,ออกกำลังกาย,เล่นโซเชียล,สร้างงานศิลปะ,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",ชอบอยู่คนเดียว
10835,หญิง,วิทยาศาตร์,Computer Science,เพชรรัตน์ ,"เล่นเกม,อ่านหนังสือ,ออกกำลังกาย,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",ชอบอยู่คนเดียว
10836,หญิง,อักษรศาสตร์,จุลชีววิทยา,เพชรรัตน์ ,"เล่นเกม,อ่านหนังสือ,ดูหนัง",สามารถอยู่ร่วมกับเมทได้
10837,หญิง,เภสัชศาสตร์,เอเชียศึกษา วิชาโทภาษาเวียดนาม,เพชรรัตน์ ,"อ่านหนังสือ,สวดมนต์นั่งสมาธิ,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง",สามารถอยู่ร่วมกับเมทได้
10838,หญิง,มัณทณศิลป์,ปรัชญา,เพชรรัตน์ ,"เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง",สามารถอยู่ร่วมกับเมทได้
10839,หญิง,มัณทณศิลป์,ภาษาอังกฤษ,เพชรรัตน์ ,"เล่นเกม,อ่านหนังสือ,เลี้ยงสัตว์,เล่นโซเชียล,ดูหนัง",สามารถอยู่ร่วมกับเมทได้
10840,หญิง,วิศวะกรรมศาสตร์,ภาษาเกาหลี,เพชรรัตน์ ,นอนเล่น,สามารถอยู่ร่วมกับเมทได้
10841,หญิง,วิทยาศาตร์,จุลชีววิทยา,เพชรรัตน์ ,"เล่นเกม,อ่านหนังสือ,สวดมนต์นั่งสมาธิ,ออกกำลังกาย,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10842,หญิง,ศึกษาศาสตร์,เทคโนโลยีสารสนเทศ,เพชรรัตน์ ,"อ่านหนังสือ,เล่นโซเชียล,ดูหนัง,นอน",ชอบอยู่คนเดียว
10843,หญิง,วิทยาศาตร์,ธุรกิจวิศวกรรม,เพชรรัตน์ ,นอนเล่น,สามารถอยู่ร่วมกับเมทได้
10844,หญิง,อักษรศาสตร์,ภูมิศาสตร์,เพชรรัตน์ ,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง",ชอบออกไปเที่ยวอยู่ไม่ติดหอ
10845,หญิง,วิทยาศาตร์,กระบวนการชีวภาพ,เพชรรัตน์ ,"อ่านหนังสือ,ออกกำลังกาย,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน,นอนเล่น",ชอบอยู่คนเดียว
10846,หญิง,วิศวะกรรมศาสตร์,วิทยาการและวิศกรรมพอลิเมอร์,เพชรรัตน์ ,"เล่นเกม,อ่านหนังสือ,ออกกำลังกาย,เล่นโซเชียล,สร้างงานศิลปะ,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10847,หญิง,วิทยาศาตร์,ภูมิศาสตร์,เพชรรัตน์ ,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,สร้างงานศิลปะ,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10848,หญิง,ศึกษาศาสตร์,เทคโนโลยีสารสนเทศ,เพชรรัตน์ ,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน,นอนเล่น",ชอบอยู่คนเดียว
10849,หญิง,วิทยาศาตร์,Computer Science,เพชรรัตน์ ,"เล่นเกม,ออกกำลังกาย,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10850,หญิง,วิทยาศาตร์,กระบวนการชีวภาพ,เพชรรัตน์ ,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,ดูหนัง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10851,หญิง,เภสัชศาสตร์,ญี่ปุ่น,เพชรรัตน์ ,"อ่านหนังสือ,ออกกำลังกาย,เล่นโซเชียล,ทำความสะอาดห้อง",สามารถอยู่ร่วมกับเมทได้
10852,หญิง,วิศวะกรรมศาสตร์,วิทยาศาสตร์สิ่งแวดล้อม,เพชรรัตน์ ,"เล่นเกม,อ่านหนังสือ,ทำความสะอาดห้อง,ทำการบ้าน,นอนเล่น",สามารถอยู่ร่วมกับเมทได้
10853,หญิง,เภสัชศาสตร์,ภาษาอังกฤษ,เพชรรัตน์ ,"อ่านหนังสือ,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",ชอบอยู่คนเดียว
10854,หญิง,อักษรศาสตร์,เทคโนโลยีสารสนเทศ,เพชรรัตน์ ,"เล่นเกม,อ่านหนังสือ,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10855,หญิง,วิทยาศาตร์,สารสนเทศศาสตร์และบรรณารักษศาสตร์,เพชรรัตน์ ,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,ทำความสะอาดห้อง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10856,หญิง,วิทยาศาตร์,ฟิสิกส์,เพชรรัตน์ ,"อ่านหนังสือ,ออกกำลังกาย,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10857,หญิง,วิทยาศาตร์,Computer Science,เพชรรัตน์ ,"เล่นเกม,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",ชอบอยู่คนเดียว
10858,หญิง,วิศวะกรรมศาสตร์,บริบาลเภสัชกรรม,เพชรรัตน์ ,"เล่นเกม,ดูหนัง",สามารถอยู่ร่วมกับเมทได้
10859,หญิง,วิทยาศาตร์,จุลชีววิทยา,เพชรรัตน์ ,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน,นอนเล่น",สามารถอยู่ร่วมกับเมทได้
10860,หญิง,วิทยาศาตร์,การศึกษาตลอดชีวิต,เพชรรัตน์ ,"อ่านหนังสือ,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10861,หญิง,วิศวะกรรมศาสตร์,Computer Science,เพชรรัตน์ ,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10862,หญิง,วิทยาศาตร์,เทคโนโลยีสารสนเทศ,เพชรรัตน์ ,"เล่นเกม,อ่านหนังสือ,ออกกำลังกาย,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน,ปลูกต้นไม้",ชอบออกไปเที่ยวอยู่ไม่ติดหอ
10863,หญิง,วิทยาศาตร์,เทคโนโลยีสารสนเทศ,เพชรรัตน์ ,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10864,หญิง,วิทยาศาตร์,Computer Science,เพชรรัตน์ ,"เล่นเกม,อ่านหนังสือ,ออกกำลังกาย,เล่นโซเชียล,สร้างงานศิลปะ,ทำความสะอาดห้อง,ดูหนัง",สามารถอยู่ร่วมกับเมทได้
10865,หญิง,วิทยาศาตร์,ภาษาเกาหลี,เพชรรัตน์ ,"อ่านหนังสือ,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง",สามารถอยู่ร่วมกับเมทได้
10866,หญิง,วิทยาศาตร์,เทคโนโลยีสารสนเทศ,เพชรรัตน์ ,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,ดูหนัง,นอนเล่น",สามารถอยู่ร่วมกับเมทได้
10867,หญิง,วิทยาศาตร์,จุลชีววิทยา,เพชรรัตน์ ,"เล่นเกม,ออกกำลังกาย,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",ชอบอยู่คนเดียว
10868,หญิง,วิทยาศาตร์,คณิตศาสตร์,เพชรรัตน์ ,"อ่านหนังสือ,เล่นโซเชียล,สร้างงานศิลปะ,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10869,หญิง,วิทยาศาตร์,#REF!,เพชรรัตน์ ,"เล่นเกม,อ่านหนังสือ,ออกกำลังกาย,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",ชอบออกไปเที่ยวอยู่ไม่ติดหอ
10870,หญิง,ศึกษาศาสตร์,เทคโนโลยีอาหาร,เพชรรัตน์ ,"เล่นเกม,อ่านหนังสือ,สร้างงานศิลปะ,ดูหนัง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10871,หญิง,วิทยาศาตร์,เทคโนโลยีสารสนเทศ,เพชรรัตน์ ,"เล่นโซเชียล,ดูหนัง",สามารถอยู่ร่วมกับเมทได้
10872,หญิง,วิทยาศาตร์,ชีววิทยา,เพชรรัตน์ ,"อ่านหนังสือ,ออกกำลังกาย,เล่นโซเชียล,ทำความสะอาดห้อง",สามารถอยู่ร่วมกับเมทได้
10873,หญิง,วิศวะกรรมศาสตร์,เทคโนโลยีอาหาร,เพชรรัตน์ ,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10874,หญิง,วิทยาศาตร์,Computer Science,เพชรรัตน์ ,"เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",ชอบอยู่คนเดียว
10875,หญิง,วิทยาศาตร์,ภาษาจีน,เพชรรัตน์ ,"เล่นเกม,อ่านหนังสือ,ออกกำลังกาย,เล่นโซเชียล,สร้างงานศิลปะ,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน,นอนเล่น",สามารถอยู่ร่วมกับเมทได้
10876,หญิง,วิทยาศาตร์,วิศวกรรมกระบวนการชีวภาพ,เพชรรัตน์ ,"เล่นเกม,อ่านหนังสือ,เล่นดนตรี,ออกกำลังกาย,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10877,หญิง,อักษรศาสตร์,เทคโนโลยีสารสนเทศ,เพชรรัตน์ ,"อ่านหนังสือ,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",ชอบอยู่คนเดียว
10878,หญิง,อักษรศาสตร์,ปิโตรและวัสดุพอลิเมอร์,เพชรรัตน์ ,"เล่นเกม,เล่นโซเชียล,ดูหนัง,นอนเล่น",ชอบอยู่คนเดียว
10879,หญิง,วิทยาศาตร์,จุลชีววิทยา,เพชรรัตน์ ,"เล่นเกม,เล่นโซเชียล,ทำความสะอาดห้อง,ทำการบ้าน,นอน",สามารถอยู่ร่วมกับเมทได้
10880,หญิง,วิทยาศาตร์,Computer Science,เพชรรัตน์ ,"เล่นเกม,เล่นโซเชียล,ดูหนัง,นอนเล่น",สามารถอยู่ร่วมกับเมทได้
10881,หญิง,วิทยาศาตร์,Computer Science,เพชรรัตน์ ,"เล่นโซเชียล,ดูหนัง,ฟังเพลง",สามารถอยู่ร่วมกับเมทได้
10882,หญิง,วิทยาศาตร์,วิศกรรมกระบวนการชีวภาพ,เพชรรัตน์ ,"เล่นเกม,เล่นโซเชียล,สร้างงานศิลปะ,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10883,หญิง,วิทยาศาตร์,คณิตศาสตร์,เพชรรัตน์ ,"เล่นเกม,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน,นอนเล่น",ชอบออกไปเที่ยวอยู่ไม่ติดหอ
10884,หญิง,วิทยาศาตร์,Computer Science,เพชรรัตน์ ,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,ทำความสะอาดห้อง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10885,หญิง,วิทยาศาตร์,ชีววิทยา,เพชรรัตน์ ,"เล่นเกม,อ่านหนังสือ,เลี้ยงสัตว์,ออกกำลังกาย,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง",สามารถอยู่ร่วมกับเมทได้
10886,ชาย,อักษรศาสตร์,บริบาลเภสัชกรรม,เรือนขวัญ,"เล่นโซเชียล,ดูหนัง",ชอบอยู่คนเดียว
10887,หญิง,ศึกษาศาสตร์,ภูมิศาสตร์,เรือนปฐมบุรี,"เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10888,ชาย,วิทยาศาตร์,เทคโนโลยีสารสนเทศ,เวศย์วรุตม์เพลส,"เล่นเกม,ออกกำลังกาย,ทำอาหาร,ดูหนัง",ชอบอยู่คนเดียว
10889,ชาย,มัณทณศิลป์,Computer Science,เวศย์วรุตม์เพลส,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10890,หญิง,วิทยาศาตร์,Computer Science,เวศย์วรุตม์เพลส,"เล่นเกม,อ่านหนังสือ,เล่นดนตรี,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",ชอบออกไปเที่ยวอยู่ไม่ติดหอ
10891,ชาย,วิทยาศาตร์,Computer Science,เวศย์วรุตม์เพลส,"เล่นเกม,ออกกำลังกาย,ดูหนัง",ชอบอยู่คนเดียว
10892,ชาย,วิทยาศาตร์,ภูมิศาสตร์,เวศย์วรุตม์เพลส,"เล่นเกม,ออกกำลังกาย,เล่นโซเชียล",ชอบอยู่คนเดียว
10893,หญิง,วิศวะกรรมศาสตร์,เทคโนโลยีสารสนเทศ,เวศย์วรุตม์เพลส,"เล่นเกม,อ่านหนังสือ,สวดมนต์นั่งสมาธิ,ออกกำลังกาย,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน,นอนเล่น",ชอบออกไปเที่ยวอยู่ไม่ติดหอ
10894,หญิง,วิทยาศาตร์,ประวัติศาสตร์,โครงการหมู่บ้านพฤกษาพรรณ กระดีเดียว1,"ออกกำลังกาย,สร้างงานศิลปะ,ทำความสะอาดห้อง,ดูหนัง,นอนเล่น",ชอบออกไปเที่ยวอยู่ไม่ติดหอ
10895,หญิง,มัณทณศิลป์,วิศวกรรมอุตสาหการ,ไดพักทิวาลัย,"เล่นโซเชียล,ดูหนัง,นอนเล่น",ชอบออกไปเที่ยวอยู่ไม่ติดหอ
10896,หญิง,วิศวะกรรมศาสตร์,เทคโนโลยีสารสนเทศ,กนกวรรณ,"อ่านหนังสือ,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง",ชอบออกไปเที่ยวอยู่ไม่ติดหอ
10897,หญิง,วิทยาศาตร์,Computer Science,กนกวรรณ,"เล่นเกม,เล่นโซเชียล,ทำอาหาร,ทำความสะอาดห้อง,ทำการบ้าน",ชอบอยู่คนเดียว
10898,หญิง,วิทยาศาตร์,ชีววิทยา,กนกวรรณ,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10899,หญิง,วิทยาศาตร์,ชีววิทยา,กนกวรรณ,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน",สามารถอยู่ร่วมกับเมทได้
10900,หญิง,อักษรศาสตร์,Computer Science,กนกวรรณ,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,สร้างงานศิลปะ,ทำความสะอาดห้อง,ดูหนัง",ชอบอยู่คนเดียว
10901,หญิง,วิศวะกรรมศาสตร์,เคมี,กัลยาเอ้าท์,"อ่านหนังสือ,ออกกำลังกาย,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง,ทำการบ้าน,นอนเล่น",ชอบออกไปเที่ยวอยู่ไม่ติดหอ
10902,หญิง,อักษรศาสตร์,Computer Science,กินนอน,"สวดมนต์นั่งสมาธิ,ออกกำลังกาย,เล่นโซเชียล,สร้างงานศิลปะ,ทำความสะอาดห้อง,ดูหนัง",ชอบอยู่คนเดียว
10903,ชาย,อักษรศาสตร์,Computer Science,กินนอน,"เล่นเกม,เล่นดนตรี,เล่นโซเชียล,ทำความสะอาดห้อง,ดูหนัง",ชอบออกไปเที่ยวอยู่ไม่ติดหอ
10904,หญิง,วิทยาศาตร์,เทคโนโลยีสารสนเทศ,กินนอน,"เล่นเกม,อ่านหนังสือ,เล่นโซเชียล,ดูหนัง",สามารถอยู่ร่วมกับเมทได้
